"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS/60","NZS/60","DZS/60","OTF/60","OZF/60","NZF/60","DZF/60","Ice_F/60","Ice_A/60"
"Glen Murray","GLEN.MURRAY","07-08","BOS","R","R",1972-11-01,34,61,220.35,3.61,56.82,26.41,14.43,1.91,9.8,44.38,20.97,5.99,0.82,0
"Grant Clitsome","GRANT.CLITSOME","10-11","CBJ","D","L",1985-04-14,25,30,98.48,3.28,57.44,31.68,7.92,1.22,9.75,59.71,12.19,1.83,0,0
"Grant Clitsome","GRANT.CLITSOME","11-12","CBJ","D","L",1985-04-14,26,50,109.1,2.18,32.26,21.45,6.6,1.65,37.4,39.6,11,2.75,0,0
"Gregory Campbell","GREGORY.CAMPBELL","08-09","FLA","C","L",1983-12-17,24,75,68.62,0.91,14.7,30.6,7.87,3.5,66.45,41.1,12.24,4.37,0,0
"Guillaume Latendresse","GUILLAUME.LATENDRESSE","07-08","MTL","R","L",1987-05-24,20,73,104.28,1.43,20.51,27.04,16.69,4.03,31.65,34.52,20.14,7.48,0.58,0
"Guillaume Latendresse","GUILLAUME.LATENDRESSE","08-09","MTL","R","L",1987-05-24,21,56,83.07,1.48,21.44,23.11,11.56,0.72,36.84,41.89,15.17,4.33,0.72,0
"Guillaume Latendresse","GUILLAUME.LATENDRESSE","09-10","MIN","L","L",1987-05-24,22,54,114.75,2.12,39.96,27.71,3.66,2.09,40.26,41.83,9.41,4.71,0,0
"Guillaume Latendresse","GUILLAUME.LATENDRESSE","12-13","OTT","L","L",1987-05-24,25,26,51.4,1.98,37.87,24.51,10.51,1.17,24.51,49.03,11.67,3.5,0,0
"Gustav Nyquist","GUSTAV.NYQUIST","13-14","DET","C","L",1989-09-01,24,57,169.97,2.98,51.82,28.59,9.53,1.77,20.12,45.18,14.47,2.12,0,0
"Gustav Nyquist","GUSTAV.NYQUIST","14-15","DET","C","L",1989-09-01,25,82,240.8,2.94,53.17,34.63,5.73,0.75,17.94,54.32,9.47,2.74,0.25,0
"Gustav Nyquist","GUSTAV.NYQUIST","15-16","DET","C","L",1989-09-01,26,81,213.6,2.64,51.37,33.99,5.62,1.4,18.54,49.72,7.3,2.81,0.56,0
"Gustav Nyquist","GUSTAV.NYQUIST","16-17","DET","C","L",1989-09-01,27,73,203.38,2.79,54.65,31.57,5.61,0.89,16.52,49.86,8.85,1.77,0.3,0
"Gustav Nyquist","GUSTAV.NYQUIST","17-18","DET","C","L",1989-09-01,28,81,192.87,2.38,53.02,35.78,6.53,0.93,17.42,49.77,9.64,2.18,0.93,0
"Gustav Nyquist","GUSTAV.NYQUIST","18-19","DET","C","L",1989-09-01,29,60,125.57,2.09,47.9,30.58,7.65,1.91,21.98,43.48,12.9,3.34,1.43,0
"Gustav Nyquist","GUSTAV.NYQUIST","19-20","CBJ","C","L",1989-09-01,30,70,173.48,2.48,55.39,31.13,7.26,0.35,15.22,49.46,9.68,1.38,1.04,0
"Hampus Lindholm","HAMPUS.LINDHOLM","13-14","ANA","D","L",1994-01-20,19,78,156.13,2,37.47,23.06,5.76,2.31,36.89,42.66,9.22,5,2.69,0
"Hampus Lindholm","HAMPUS.LINDHOLM","14-15","ANA","D","L",1994-01-20,20,75,122.68,1.64,33.28,33.75,6.36,2.45,36.19,57.71,14.18,6.36,0.98,0
"Hampus Lindholm","HAMPUS.LINDHOLM","15-16","ANA","D","L",1994-01-20,21,77,157.53,2.05,41.62,19.81,4.19,2.29,41.14,40.75,8,4.95,1.14,0
"Hampus Lindholm","HAMPUS.LINDHOLM","16-17","ANA","D","L",1994-01-20,22,64,120.75,1.89,38.67,19.38,6.46,2.98,44.72,37.76,10.43,4.97,1.99,0
"Hampus Lindholm","HAMPUS.LINDHOLM","17-18","ANA","D","L",1994-01-20,23,67,119,1.78,40.81,23.7,7.06,0.5,36.81,42.35,11.6,1.01,0,0
"Hampus Lindholm","HAMPUS.LINDHOLM","18-19","ANA","D","L",1994-01-20,24,76,90.23,1.19,28.5,21.28,6.65,0.66,45.22,37.9,11.3,2.66,1.33,0
"Hampus Lindholm","HAMPUS.LINDHOLM","19-20","ANA","D","L",1994-01-20,25,55,94.32,1.71,39.25,25.45,8.91,1.91,30.53,43.89,10.81,2.54,0.64,0
"Henrik Borgstrom","HENRIK.BORGSTROM","18-19","FLA","C","L",1997-08-06,21,50,54.33,1.09,23.78,26.5,11.04,3.31,50.8,33.13,16.57,4.42,1.1,0
"Henrik Sedin","HENRIK.SEDIN","07-08","VAN","C","L",1980-09-26,26,82,318.8,3.89,57.54,23.34,15.06,1.69,13.74,38.58,20.14,4.71,0.75,0
"Henrik Sedin","HENRIK.SEDIN","08-09","VAN","C","L",1980-09-26,27,81,302.05,3.73,55.27,30.59,7.35,0.79,18.87,49.86,11.32,2.38,0,0
"Henrik Sedin","HENRIK.SEDIN","09-10","VAN","C","L",1980-09-26,28,82,255.85,3.12,53.09,32.13,6.33,1.17,17.12,53.47,9.15,2.35,0.47,0
"Henrik Sedin","HENRIK.SEDIN","10-11","VAN","C","L",1980-09-26,29,79,281.12,3.56,63.12,35.86,5.12,0.64,6.4,66.38,8.54,1.92,0.64,0
"Henrik Sedin","HENRIK.SEDIN","11-12","VAN","C","L",1980-09-26,30,79,271.63,3.44,63.33,34.46,6.63,0.44,11.71,59.86,10.16,0.66,0,0
"Henrik Sedin","HENRIK.SEDIN","12-13","VAN","C","L",1980-09-26,31,46,163.35,3.55,60.45,30.49,3.67,0.73,8.82,57.3,6.98,3.31,0.73,0
"Henrik Sedin","HENRIK.SEDIN","13-14","VAN","C","L",1980-09-26,32,68,233.35,3.43,66.14,29.83,4.63,0.26,7.2,55.02,9.51,3.86,0.77,0
"Henrik Sedin","HENRIK.SEDIN","14-15","VAN","C","L",1980-09-26,33,78,230.9,2.96,60.37,37.42,5.2,0.78,8.06,57.17,7.28,2.08,0.52,0
"Henrik Sedin","HENRIK.SEDIN","15-16","VAN","C","L",1980-09-26,34,72,224.72,3.12,59.73,35.51,6.41,0,6.94,56.07,9.88,2.67,0.53,0
"Henrik Sedin","HENRIK.SEDIN","16-17","VAN","C","L",1980-09-26,35,81,231.62,2.86,59.34,32.64,5.44,1.04,12.43,51.55,9.07,2.33,0.26,0
"Henrik Sedin","HENRIK.SEDIN","17-18","VAN","C","L",1980-09-26,36,81,226.45,2.8,59.92,33.38,5.56,0.26,13.78,52.73,9.8,2.12,1.06,0
"Henrik Zetterberg","HENRIK.ZETTERBERG","07-08","DET","L","L",1980-10-09,26,75,312.82,4.17,60.4,22.82,14.58,1.34,11.89,45.27,21.87,2.3,0,0
"Henrik Zetterberg","HENRIK.ZETTERBERG","08-09","DET","L","L",1980-10-09,27,76,244.05,3.21,51.65,29.75,4.92,0.74,22.13,51.14,9.34,1.48,0.25,0
"Henrik Zetterberg","HENRIK.ZETTERBERG","09-10","DET","L","L",1980-10-09,28,73,235.63,3.23,54.32,30.3,5.6,1.02,18.84,53.73,9.68,2.55,0.51,0
"Henrik Zetterberg","HENRIK.ZETTERBERG","10-11","DET","L","L",1980-10-09,29,79,242.78,3.07,53.88,31.39,5.93,1.24,15.32,52.89,9.89,2.97,0,0
"Henrik Zetterberg","HENRIK.ZETTERBERG","11-12","DET","L","L",1980-10-09,30,81,249.6,3.08,53.47,34.62,4.57,0.96,16.11,50.72,9.13,1.44,0.24,0
"Henrik Zetterberg","HENRIK.ZETTERBERG","12-13","DET","L","L",1980-10-09,31,46,165.58,3.6,58.9,29.71,5.8,0.36,14.86,51.09,11.6,3.62,1.09,0
"Henrik Zetterberg","HENRIK.ZETTERBERG","13-14","DET","L","L",1980-10-09,32,43,141.7,3.3,60.9,26.68,4.66,0.85,14.4,50.81,7.62,1.69,0,0
"Henrik Zetterberg","HENRIK.ZETTERBERG","14-15","DET","L","L",1980-10-09,33,77,233.75,3.04,55.43,32.09,6.93,1.03,14.37,55.44,11.81,3.34,0.26,0
"Henrik Zetterberg","HENRIK.ZETTERBERG","15-16","DET","L","L",1980-10-09,34,81,232.32,2.87,55.87,34.35,5.94,0.52,16.27,53.2,8.01,1.29,0.26,0
"Henrik Zetterberg","HENRIK.ZETTERBERG","16-17","DET","L","L",1980-10-09,35,79,223.03,2.82,55.71,31.21,6.46,1.35,14.53,50.04,9.42,2.69,0,0
"Henrik Zetterberg","HENRIK.ZETTERBERG","17-18","DET","C","L",1980-10-09,36,81,196.65,2.43,54.06,32.04,5.49,0.92,17.09,49.73,8.85,2.14,0.92,0
"Ian White","IAN.WHITE","07-08","TOR","D","R",1984-06-04,23,81,109.63,1.35,20.3,22.44,12.59,4.93,58.01,37.76,20.8,6.57,0.55,0
"Ian White","IAN.WHITE","08-09","TOR","D","R",1984-06-04,24,69,149.13,2.16,36.54,20.12,9.66,3.62,38.62,35.41,14.89,6.04,0.4,0
"Ian White","IAN.WHITE","09-10","CGY","D","R",1984-06-04,25,27,74.92,2.77,52.98,25.63,8.01,0,24.03,44.85,13.61,1.6,0,0
"Ian White","IAN.WHITE","09-10","TOR","D","R",1984-06-04,25,55,106.12,1.93,32.98,18.66,11.31,1.13,39.01,38.45,15.27,2.83,0,0
"Ian White","IAN.WHITE","10-11","CAR","D","R",1984-06-04,26,39,59.08,1.51,25.24,21.33,9.14,3.05,49.76,29.45,11.17,5.08,1.02,0
"Ian White","IAN.WHITE","10-11","CGY","D","R",1984-06-04,26,16,65.73,4.11,53.01,28.3,4.56,0,21.91,53.86,10.04,1.83,0,0
"Ian White","IAN.WHITE","11-12","DET","D","R",1984-06-04,27,76,224.77,2.96,52.87,28.3,7.21,1.87,17.88,45.38,11.21,3.47,0.27,0
"Ian White","IAN.WHITE","12-13","DET","D","R",1984-06-04,28,25,62.95,2.52,43.86,20.02,3.81,0.95,32.41,42.89,7.63,6.67,2.86,0
"Ilya Kovalchuk","ILYA.KOVALCHUK","07-08","ATL","L","R",1983-04-15,24,79,420.75,5.33,86.68,11.41,8.84,0.57,3.57,34.37,18.4,1.85,0.57,0
"Ilya Kovalchuk","ILYA.KOVALCHUK","08-09","ATL","L","R",1983-04-15,25,79,433.05,5.48,83.18,22.86,4.16,0.42,3.33,46.69,8.73,2.77,0.28,0
"Ilya Kovalchuk","ILYA.KOVALCHUK","09-10","ATL","L","R",1983-04-15,26,49,262.87,5.36,87.57,21,3.2,0,1.37,44.28,7.53,1.6,0.23,0
"Ilya Kovalchuk","ILYA.KOVALCHUK","09-10","N.J","L","R",1983-04-15,26,26,129.87,5,92.05,22.64,0,0.46,3.23,48.97,9.7,1.85,0.46,0
"Ilya Kovalchuk","ILYA.KOVALCHUK","10-11","N.J","L","R",1983-04-15,27,78,321.67,4.12,84.12,18.09,3.54,0.37,5.04,45.7,9.33,1.68,0.19,0
"Ilya Kovalchuk","ILYA.KOVALCHUK","11-12","N.J","L","R",1983-04-15,28,76,357.08,4.7,94.54,19.49,3.36,0.5,1.68,47.55,11.93,3.19,0.84,0
"Ilya Kovalchuk","ILYA.KOVALCHUK","12-13","N.J","L","R",1983-04-15,29,37,186.6,5.04,94.58,21.22,3.86,0,0.32,48.23,13.5,2.57,0.64,0
"Ilya Kovalchuk","ILYA.KOVALCHUK","18-19","L.A","L","R",1983-04-15,35,61,169.23,2.77,57.94,29.43,7.45,0.35,12.05,51.41,11.35,2.48,0.35,0
"Ilya Kovalchuk","ILYA.KOVALCHUK","19-20","MTL","L","R",1983-04-15,36,22,51.38,2.34,52.9,25.69,3.5,1.17,22.19,46.71,7.01,5.84,3.5,0
"Ivan Provorov","IVAN.PROVOROV","16-17","PHI","D","L",1997-01-13,19,81,133.68,1.65,30.31,20.65,7.63,3.14,51.62,32.32,9.87,4.49,0,0
"Ivan Provorov","IVAN.PROVOROV","17-18","PHI","D","L",1997-01-13,20,80,143.68,1.8,34.56,17.54,8.77,1.67,53.03,27.56,11.28,2.92,0,0
"Ivan Provorov","IVAN.PROVOROV","18-19","PHI","D","L",1997-01-13,21,80,124.15,1.55,31.04,12.57,9.18,2.9,65.24,27.55,13.05,4.83,0.97,0
"Ivan Provorov","IVAN.PROVOROV","19-20","PHI","D","L",1997-01-13,22,69,200.43,2.9,56.1,31.43,6.29,0.6,13.47,54.78,8.98,2.69,0.6,0
"j-p Dumont","J-P.DUMONT","07-08","NSH","R","L",1978-04-01,29,80,294.67,3.68,53.5,24.43,13.44,1.02,13.64,39.91,20.36,1.43,0,0
"j-p Dumont","J-P.DUMONT","08-09","NSH","R","L",1978-04-01,30,82,268.22,3.27,54.2,27.74,5.15,0.45,19.69,46.08,10.07,1.57,0.45,0
"j-p Dumont","J-P.DUMONT","09-10","NSH","R","L",1978-04-01,31,73,163.35,2.24,40.44,29.75,6.24,1.84,25.34,44.44,11.02,3.31,0,0
"j-p Dumont","J-P.DUMONT","10-11","NSH","R","L",1978-04-01,32,67,110.27,1.65,30.13,28.29,5.99,2.18,39.18,37,10.88,2.72,0.54,0
"J.T. Compher","J.T..COMPHER","17-18","COL","L","R",1995-04-08,22,68,147.27,2.17,35.84,31.78,6.52,2.04,31.37,43.19,11.41,3.26,0.41,0
"J.T. Compher","J.T..COMPHER","18-19","COL","L","R",1995-04-08,23,66,195.5,2.96,51.41,33.76,5.83,0.92,12.58,54.32,8.9,1.84,0,0
"J.T. Compher","J.T..COMPHER","19-20","COL","L","R",1995-04-08,24,67,130.65,1.95,35.85,22.5,5.05,0.92,39.04,39.04,8.27,2.76,0.92,0
"J.T. Miller","J.T..MILLER","14-15","NYR","C","L",1993-03-14,21,54,51.45,0.95,20.14,25.66,9.33,5.83,44.31,39.65,16.33,8.16,0,0
"J.T. Miller","J.T..MILLER","15-16","NYR","C","L",1993-03-14,22,79,114.8,1.45,32.02,25.61,6.79,1.57,37.63,39.72,10.45,5.75,1.57,0.52
"J.T. Miller","J.T..MILLER","16-17","NYR","C","L",1993-03-14,23,77,115.53,1.5,30.12,27.53,6.23,3.12,34.8,38.95,10.39,5.19,1.04,0
"J.T. Miller","J.T..MILLER","17-18","NYR","C","L",1993-03-14,24,61,136.02,2.23,44.9,27.79,3.97,1.32,30.88,42.35,8.38,5.29,1.76,0
"J.T. Miller","J.T..MILLER","18-19","T.B","C","L",1993-03-14,25,74,178.87,2.42,49.71,35.22,5.03,1.34,16.77,55.01,8.05,4.7,1.34,0
"J.T. Miller","J.T..MILLER","19-20","VAN","C","L",1993-03-14,26,68,250.53,3.68,68.04,28.74,4.79,0.72,7.18,51.01,7.42,2.16,0.72,0
"Jaccob Slavin","JACCOB.SLAVIN","15-16","CAR","D","L",1994-05-01,21,62,53.65,0.87,18.45,27.96,8.95,2.24,39.14,48.09,16.78,2.24,0,0
"Jaccob Slavin","JACCOB.SLAVIN","16-17","CAR","D","L",1994-05-01,22,78,74.63,0.96,19.88,28.14,12.86,0,32.16,48.24,16.08,0.8,0,0
"Jaccob Slavin","JACCOB.SLAVIN","18-19","CAR","D","L",1994-05-01,24,80,145.77,1.82,38.43,23.87,11.11,2.06,36.63,41.57,18.11,4.12,1.23,0
"Jaccob Slavin","JACCOB.SLAVIN","19-20","CAR","D","L",1994-05-01,25,67,62.77,0.94,19.6,33.46,8.6,0,21.99,56.4,9.56,3.82,1.91,0.96
"Jack Eichel","JACK.EICHEL","15-16","BUF","C","R",1996-10-28,18,79,222.8,2.82,54.75,24.78,5.66,0.81,16.7,48.47,8.89,4.58,1.08,0
"Jack Eichel","JACK.EICHEL","16-17","BUF","C","R",1996-10-28,19,58,170.52,2.94,65.63,29.91,4.93,0,3.52,61.22,8.44,3.52,0.7,0
"Jack Eichel","JACK.EICHEL","17-18","BUF","C","R",1996-10-28,20,65,237.22,3.65,66.6,28.08,6.07,0.25,4.81,58.93,10.62,1.52,0.25,0
"Jack Eichel","JACK.EICHEL","18-19","BUF","C","R",1996-10-28,21,76,255.98,3.37,69.21,27.19,5.63,0.23,6.33,56.49,9.14,2.34,1.17,0
"Jack Eichel","JACK.EICHEL","19-20","BUF","C","R",1996-10-28,22,67,249.45,3.72,78.48,26.22,3.85,0,3.13,54.6,7.7,0.72,0.72,0
"Jack Hillen","JACK.HILLEN","09-10","NYI","D","L",1986-01-24,23,66,120.33,1.82,28.79,26.93,9.47,1.99,45.87,39.39,11.47,4.49,1,0
"Jack Hillen","JACK.HILLEN","10-11","NYI","D","L",1986-01-24,24,64,50.37,0.79,13.9,35.74,5.96,8.34,51.22,48.84,13.1,11.91,0,0
"Jack Hughes","JACK.HUGHES","19-20","N.J","C","L",2001-05-14,18,60,183.33,3.06,56.37,31.09,2.95,0.65,14.07,56.29,5.89,1.31,0.65,0
"Jack Johnson","JACK.JOHNSON","07-08","L.A","D","L",1987-01-13,20,74,89.85,1.21,16.71,26.04,12.02,3.34,51.42,36.73,18.7,5.34,0,0
"Jack Johnson","JACK.JOHNSON","08-09","L.A","D","L",1987-01-13,21,40,76.15,1.9,30.32,29.94,11.03,3.94,25.21,46.49,15.76,4.73,0,0
"Jack Johnson","JACK.JOHNSON","09-10","L.A","D","L",1987-01-13,22,79,218.6,2.77,49.21,18.12,8.78,1.1,28,36.51,12.63,2.47,1.37,0
"Jack Johnson","JACK.JOHNSON","10-11","L.A","D","L",1987-01-13,23,80,302.88,3.79,62.95,24.37,6.54,0.79,13.27,46.95,14.46,3.17,0.99,0
"Jack Johnson","JACK.JOHNSON","11-12","CBJ","D","L",1987-01-13,24,21,85.25,4.06,63.08,25.34,3.52,0.7,11.96,42.93,10.56,2.11,0,0
"Jack Johnson","JACK.JOHNSON","11-12","L.A","D","L",1987-01-13,24,61,216.48,3.55,62.1,27.72,6.65,0.55,14.41,52.94,12.47,2.22,1.39,0
"Jack Johnson","JACK.JOHNSON","12-13","CBJ","D","L",1987-01-13,25,44,149.23,3.39,64.21,30.15,4.02,0.8,9.25,49.86,9.25,2.01,0.4,0
"Jack Johnson","JACK.JOHNSON","13-14","CBJ","D","L",1987-01-13,26,78,252.35,3.24,56.56,25.44,4.52,0.95,16.88,48.03,11.41,2.62,0.48,0
"Jack Johnson","JACK.JOHNSON","14-15","CBJ","D","L",1987-01-13,27,77,200.43,2.6,54.06,28.14,5.09,1.8,18.56,48.8,10.18,3.29,1.2,0
"Jack Johnson","JACK.JOHNSON","15-16","CBJ","D","L",1987-01-13,28,58,138.27,2.38,49.82,22.56,7.81,2.6,23.87,43.39,11.28,3.91,0.43,0
"Jack Roslovic","JACK.ROSLOVIC","19-20","WPG","C","R",1997-01-29,22,67,89.3,1.33,27.95,18.81,5.38,3.36,54.42,28.22,9.41,7.39,1.34,0
"Jacob Josefson","JACOB.JOSEFSON","15-16","N.J","C","L",1991-03-02,24,57,137.02,2.4,46.45,36.35,8.76,0.44,24.96,57.36,12.7,3.94,1.31,0
"Jacob Trouba","JACOB.TROUBA","13-14","WPG","D","R",1994-02-26,19,63,127.37,2.02,39.67,25.91,9.89,1.88,33.92,47.58,16.02,7.54,2.36,0
"Jacob Trouba","JACOB.TROUBA","14-15","WPG","D","R",1994-02-26,20,62,120.13,1.94,35.64,21.98,6.99,4.5,46.95,35.46,17.48,5.99,1.5,0
"Jacob Trouba","JACOB.TROUBA","15-16","WPG","D","R",1994-02-26,21,79,102.18,1.29,24.56,22.9,8.22,2.35,48.15,39.34,15.85,5.28,0.59,0
"Jacob Trouba","JACOB.TROUBA","16-17","WPG","D","R",1994-02-26,22,60,98.05,1.63,33.97,20.81,6.73,0.61,34.27,46.51,11.01,2.45,0,0
"Jacob Trouba","JACOB.TROUBA","17-18","WPG","D","R",1994-02-26,23,54,80.75,1.5,27.07,33.44,7.43,2.97,28.98,52.76,13.37,2.97,0,0.74
"Jacob Trouba","JACOB.TROUBA","18-19","WPG","D","R",1994-02-26,24,81,160.53,1.98,40.37,25.04,5.61,0.75,15.7,56.06,12.71,4.11,1.87,0
"Jacob Trouba","JACOB.TROUBA","19-20","NYR","D","R",1994-02-26,25,69,120.32,1.74,33.9,22.94,3.49,1.5,46.88,37.9,7.48,3.49,1,0
"Jaden Schwartz","JADEN.SCHWARTZ","13-14","STL","C","L",1992-06-25,21,80,137.88,1.72,32.15,30.46,10.01,1.31,36.99,47,13.93,3.05,0.44,0
"Jaden Schwartz","JADEN.SCHWARTZ","14-15","STL","C","L",1992-06-25,22,72,169.37,2.35,46.69,38.61,7.44,0.71,28.34,56.68,13.82,2.13,0.71,0
"Jaden Schwartz","JADEN.SCHWARTZ","15-16","STL","C","L",1992-06-25,23,32,70.72,2.21,44.69,32.24,11.88,1.7,25.45,51.75,16.12,3.39,1.7,0
"Jaden Schwartz","JADEN.SCHWARTZ","16-17","STL","C","L",1992-06-25,24,76,200.57,2.64,54.82,36.2,7.48,1.5,17.05,54.74,10.77,3.29,0.9,0
"Jaden Schwartz","JADEN.SCHWARTZ","17-18","STL","C","L",1992-06-25,25,61,190.28,3.12,60.64,34.37,4.41,0.32,4.41,61.8,8.51,1.58,0.32,0
"Jaden Schwartz","JADEN.SCHWARTZ","18-19","STL","C","L",1992-06-25,26,68,154.28,2.27,46.33,23.33,2.33,0,30.72,44.72,5.44,0.39,0,0
"Jaden Schwartz","JADEN.SCHWARTZ","19-20","STL","C","L",1992-06-25,27,69,191,2.77,61.27,40.21,4.08,0,4.08,68.48,6.28,1.26,0.94,0
"Jake Debrusk","JAKE.DEBRUSK","17-18","BOS","L","L",1996-10-17,20,70,125.88,1.8,35.71,26.22,5.24,2.86,35.27,41.94,10.96,5.72,1.91,0
"Jake Debrusk","JAKE.DEBRUSK","18-19","BOS","L","L",1996-10-17,21,67,175.12,2.61,57.33,36.32,4.45,0,14.39,58.93,10.96,3.43,1.37,0
"Jake Debrusk","JAKE.DEBRUSK","19-20","BOS","L","L",1996-10-17,22,65,163.78,2.52,49.59,37.37,6.59,0.37,13.92,60.45,13.92,2.93,0.73,0
"Jake Gardiner","JAKE.GARDINER","11-12","TOR","D","L",1990-07-04,21,72,145.65,2.02,39.14,20.19,7.42,1.24,40.78,29.66,9.47,3.71,0.41,0
"Jake Gardiner","JAKE.GARDINER","13-14","TOR","D","L",1990-07-04,23,79,176.8,2.24,43.71,19.68,8.48,2.38,32.58,36.65,11.2,4.75,1.02,0
"Jake Gardiner","JAKE.GARDINER","14-15","TOR","D","L",1990-07-04,24,79,189.8,2.4,43.97,20.86,8.85,1.9,33.19,35.72,13.91,3.79,1.26,0
"Jake Gardiner","JAKE.GARDINER","15-16","TOR","D","L",1990-07-04,25,76,177.22,2.33,43.4,27.76,5.08,3.05,30.81,44.01,8.46,6.43,0.68,0
"Jake Gardiner","JAKE.GARDINER","16-17","TOR","D","L",1990-07-04,26,81,197.22,2.43,51.67,25.56,6.39,0.91,24.95,45.03,10.65,1.83,0,0
"Jake Gardiner","JAKE.GARDINER","17-18","TOR","D","L",1990-07-04,27,81,164.33,2.03,48.57,27.02,3.65,1.1,31.4,41.62,6.94,2.92,0.73,0
"Jake Gardiner","JAKE.GARDINER","18-19","TOR","D","L",1990-07-04,28,58,113.93,1.96,42.07,24.23,5.27,1.05,42.66,38.97,8.95,2.63,0.53,0
"Jake Gardiner","JAKE.GARDINER","19-20","CAR","D","L",1990-07-04,29,67,119.62,1.79,37.36,19.56,9.53,0.5,42.13,31.6,15.55,1.5,0,0
"Jake Guentzel","JAKE.GUENTZEL","16-17","PIT","C","L",1994-10-06,21,38,53.78,1.42,27.58,13.39,14.5,0,54.67,25.66,16.73,0,0,0
"Jake Guentzel","JAKE.GUENTZEL","17-18","PIT","C","L",1994-10-06,22,81,142.95,1.76,35.61,21.41,7.56,1.26,42.39,35.26,13.01,3.78,1.26,0
"Jake Guentzel","JAKE.GUENTZEL","18-19","PIT","C","L",1994-10-06,23,81,167.97,2.07,47.28,23.22,5.36,1.07,29.29,41.79,11.43,4.29,2.5,0.36
"Jake Guentzel","JAKE.GUENTZEL","19-20","PIT","C","L",1994-10-06,24,38,114.33,3.01,66.21,32.01,6.82,0,6.3,61.4,8.92,1.57,1.05,0
"Jake McCabe","JAKE.MCCABE","16-17","BUF","D","L",1993-10-12,22,74,77.18,1.04,22.51,22.54,4.66,3.89,47.42,40.42,12.44,5.44,1.55,0
"Jake Muzzin","JAKE.MUZZIN","12-13","L.A","D","L",1989-02-21,23,45,101.05,2.25,46.77,29.09,8.91,0,24.94,55.22,16.03,1.19,0.59,0
"Jake Muzzin","JAKE.MUZZIN","13-14","L.A","D","L",1989-02-21,24,74,181.42,2.45,41.49,25.47,9.59,1.65,31.75,45.64,15.87,2.98,0.66,0
"Jake Muzzin","JAKE.MUZZIN","14-15","L.A","D","L",1989-02-21,25,74,190.28,2.57,52.38,26.8,5.99,1.26,18.29,61.49,9.46,2.84,0.95,0
"Jake Muzzin","JAKE.MUZZIN","15-16","L.A","D","L",1989-02-21,26,79,186.78,2.36,49.64,33.09,6.75,0.96,18.95,59.11,11.56,2.89,1.28,0
"Jake Muzzin","JAKE.MUZZIN","16-17","L.A","D","L",1989-02-21,27,80,195.47,2.44,49.45,31.92,5.83,0.61,20.57,61.39,11.05,2.15,1.23,0
"Jake Muzzin","JAKE.MUZZIN","17-18","L.A","D","L",1989-02-21,28,73,163.9,2.25,48.86,31.48,8.05,1.1,22.33,53.45,13.91,3.66,0.73,0
"Jake Muzzin","JAKE.MUZZIN","18-19","L.A","D","L",1989-02-21,29,48,54.48,1.14,25.22,16.52,12.11,1.1,60.57,37.44,14.32,5.51,2.2,0
"Jake Virtanen","JAKE.VIRTANEN","18-19","VAN","R","R",1996-08-17,22,69,84.72,1.23,24.15,25.5,4.25,2.12,62.32,32.58,8.5,2.12,0,0
"Jake Virtanen","JAKE.VIRTANEN","19-20","VAN","R","R",1996-08-17,23,68,60.45,0.89,16.42,35.73,4.96,2.98,49.63,50.62,6.95,8.93,2.98,0
"Jakob Chychrun","JAKOB.CHYCHRUN","17-18","ARI","D","L",1998-03-31,19,49,100.37,2.05,47.52,28.69,2.39,1.2,23.31,46.03,7.17,2.39,1.2,0
"Jakob Chychrun","JAKOB.CHYCHRUN","18-19","ARI","D","L",1998-03-31,20,53,132.62,2.5,50.75,28.95,7.69,1.81,16.74,50.22,12.22,1.81,0,0
"Jakob Chychrun","JAKOB.CHYCHRUN","19-20","ARI","D","L",1998-03-31,21,62,131.98,2.13,40.67,22.28,6.36,0.91,42.73,34.1,11.82,3.18,0.91,0
"Jakob Silfverberg","JAKOB.SILFVERBERG","12-13","OTT","R","R",1990-10-13,21,46,79.53,1.73,33.17,29.42,8.3,2.26,36.97,43,15.84,5.28,1.51,0
"Jakob Silfverberg","JAKOB.SILFVERBERG","13-14","ANA","R","R",1990-10-13,22,52,64.97,1.25,21.33,24.01,11.08,1.85,42.48,38.79,15.7,2.77,0.92,0
"Jakob Silfverberg","JAKOB.SILFVERBERG","15-16","ANA","R","R",1990-10-13,24,79,67.03,0.85,17.52,31.33,6.27,2.69,39.39,45.65,9.85,5.37,1.79,0
"Jakob Silfverberg","JAKOB.SILFVERBERG","16-17","ANA","R","R",1990-10-13,25,77,153.47,1.99,39.42,25.41,7.43,2.35,30.49,43.4,11.34,5.08,1.17,0
"Jakob Silfverberg","JAKOB.SILFVERBERG","17-18","ANA","R","R",1990-10-13,26,74,126.88,1.71,38.46,32.63,9.93,0.95,26.01,50.6,12.3,1.42,0.47,0.47
"Jakob Silfverberg","JAKOB.SILFVERBERG","18-19","ANA","R","R",1990-10-13,27,73,150.77,2.07,47.87,29.85,7.16,0.8,20.69,49.74,11.94,3.18,0.8,0
"Jakob Silfverberg","JAKOB.SILFVERBERG","19-20","ANA","R","R",1990-10-13,28,65,146.57,2.25,50.51,33.57,7.78,0.82,17.6,53.22,9.82,1.23,0.41,0
"Jakub Kindl","JAKUB.KINDL","12-13","DET","D","L",1987-02-10,25,41,105.75,2.58,45.56,26.67,5.67,0.57,27.8,43.12,7.94,3.97,1.13,0
