"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Mark Giordano","MARK.GIORDANO","19-20","CGY","D","L",1983-10-03,35,58,149.87,76.05,81.66,83.72,84.59,87.26,22.29,7.02,144.71,32.49,205.47,39.95,258.1,47.03,18.56,2.71,15.27,112.22,165.52,211.07,15.85,15.4,78.39
"Mark Jankowski","MARK.JANKOWSKI","17-18","CGY","C","L",1994-09-13,23,71,56.83,80.85,88.98,91.12,91.94,91.03,4.18,0.99,55.24,6.84,79.43,7.74,113.44,9.94,7,0.69,3.19,48.4,71.69,103.5,6.31,7.57,85.53
"Mark Letestu","MARK.LETESTU","10-11","PIT","C","R",1985-02-04,25,64,130.38,89.99,91.79,87.08,89.29,87.99,10.61,1.18,110.06,9.84,145.46,21.58,211.39,25.36,11.58,1.58,9.43,100.22,123.88,186.03,10,9.64,88.01
"Mark Letestu","MARK.LETESTU","11-12","CBJ","C","R",1985-02-04,26,50,131.13,92.21,88.61,89.9,90.89,92.39,12.79,1.08,148,19.02,196.05,22.02,257.5,25.8,17.49,1.44,11.71,128.98,174.03,231.7,16.05,8.64,94.32
"Mark Letestu","MARK.LETESTU","12-13","CBJ","C","R",1985-02-04,27,46,53.15,79.27,82.74,84.78,85.38,79.71,4.13,1.08,35.61,7.43,48.39,8.69,65.85,11.28,3.34,0.85,3.05,28.18,39.7,54.57,2.49,11.6,85.46
"Mark Letestu","MARK.LETESTU","13-14","CBJ","C","R",1985-02-04,28,78,100.08,92.73,93.03,94.9,95.12,96.15,15.06,1.18,102.95,7.71,143.22,7.69,189.38,9.72,12.24,0.49,13.88,95.24,135.53,179.66,11.75,14.63,84.7
"Mark Letestu","MARK.LETESTU","15-16","EDM","C","R",1985-02-04,30,81,160.43,89.8,85.61,88.01,90.53,87.78,18.66,2.12,143.42,24.1,198.87,27.09,281.52,29.45,18.97,2.64,16.54,119.32,171.78,252.07,16.33,13.01,91.2
"Mark Letestu","MARK.LETESTU","16-17","EDM","C","R",1985-02-04,31,76,167.9,96.49,89.88,89.92,91.73,92.11,27.8,1.01,173.79,19.57,235.46,26.4,314.91,28.39,23.83,2.04,26.79,154.22,209.06,286.52,21.79,16,94.84
"Mark Letestu","MARK.LETESTU","17-18","EDM","C","R",1985-02-04,32,57,129.03,79.7,80.58,83.25,84.39,86.12,12.29,3.13,124.58,30.02,166.76,33.55,225.81,41.78,16.5,2.66,9.16,94.56,133.21,184.03,13.84,9.87,89.57
"Mark Parrish","MARK.PARRISH","07-08","MIN","R","R",1977-02-02,30,65,185.28,85.99,84.74,86.22,87.93,86.72,25.6,4.17,168.25,30.31,226.02,36.11,284.82,39.11,18.29,2.8,21.43,137.94,189.91,245.71,15.49,15.22,86.24
"Mark Parrish","MARK.PARRISH","08-09","DAL","R","R",1977-02-02,31,44,77.75,100,87.67,88.05,89.38,94.48,8.91,0,56.45,7.94,75.17,10.2,102.95,12.23,6.33,0.37,8.91,48.51,64.97,90.72,5.96,15.78,100
"Mark Pysyk","MARK.PYSYK","13-14","BUF","D","R",1992-01-11,21,42,52.4,60.4,90.38,89.82,90.69,94.58,1.8,1.18,41.61,4.43,58.26,6.6,74.91,7.69,4.89,0.28,0.62,37.18,51.66,67.22,4.61,4.33,73.36
"Mark Recchi","MARK.RECCHI","07-08","ATL","R","L",1968-02-01,39,53,194.38,86.9,74.95,77.97,80.57,79.53,19.83,2.99,140.27,46.88,192.53,54.39,247.36,59.65,17.02,4.38,16.84,93.39,138.14,187.71,12.64,14.14,93.62
"Mark Recchi","MARK.RECCHI","07-08","PIT","R","L",1968-02-01,39,19,65.67,100,80.28,82.54,84.65,90.01,5.89,0,45.6,11.2,69.54,14.71,92.16,16.71,6.67,0.74,5.89,34.4,54.83,75.45,5.93,12.92,100
"Mark Recchi","MARK.RECCHI","08-09","BOS","R","L",1968-02-01,40,18,53.98,91.75,81.54,84.59,82.6,84.95,11.01,0.99,59.89,13.56,74.34,13.54,87.96,18.53,6.32,1.12,10.02,46.33,60.8,69.43,5.2,18.38,92.7
"Mark Recchi","MARK.RECCHI","08-09","T.B","R","L",1968-02-01,40,62,192.25,95.41,82.79,84.58,85.87,86.13,22.46,1.08,185.67,38.59,255.3,46.56,309.29,50.9,21.67,3.49,21.38,147.08,208.74,258.39,18.18,12.1,97.2
"Mark Recchi","MARK.RECCHI","09-10","BOS","R","L",1968-02-01,41,80,194.67,95.05,80.66,84.03,87.44,88.17,17.84,0.93,162.63,39,230.66,43.84,313.57,45.06,19.23,2.58,16.91,123.63,186.82,268.51,16.65,10.97,97.62
"Mark Recchi","MARK.RECCHI","10-11","BOS","R","L",1968-02-01,42,78,205.63,88.99,81.2,82.06,84.36,86.78,17.62,2.18,186.6,43.2,246.98,53.99,319.4,59.21,20.81,3.17,15.44,143.4,192.99,260.19,17.64,9.44,94.95
"Mark Scheifele","MARK.SCHEIFELE","13-14","WPG","C","R",1993-03-15,20,61,121.13,81.46,89.78,91.7,91.72,90.03,8.79,2,108.87,12.39,147.01,13.3,201.64,18.21,12.92,1.43,6.79,96.48,133.71,183.43,11.49,8.07,83.86
"Mark Scheifele","MARK.SCHEIFELE","14-15","WPG","C","R",1993-03-15,21,79,193.5,90.78,83.09,83.55,85.66,88.65,20.88,2.12,151.89,30.92,214.09,42.14,305.14,51.07,20.15,2.58,18.76,120.97,171.95,254.07,17.57,13.75,93.14
"Mark Scheifele","MARK.SCHEIFELE","15-16","WPG","C","R",1993-03-15,22,69,184.33,94.76,84.65,83.63,86.64,86.77,15.74,0.87,135.79,24.62,184.57,36.13,246.92,38.06,16.66,2.54,14.87,111.17,148.44,208.86,14.12,11.59,96.47
"Mark Scheifele","MARK.SCHEIFELE","16-17","WPG","C","R",1993-03-15,23,78,223.83,81.49,82.33,82.43,84.93,86.88,18.67,4.24,195.85,42.04,264.16,56.29,358.87,63.69,24.17,3.65,14.43,153.81,207.87,295.18,20.52,9.53,89.91
"Mark Scheifele","MARK.SCHEIFELE","17-18","WPG","C","R",1993-03-15,24,58,177.07,89.83,82.01,83.52,84.35,89.29,27.02,3.06,180.6,39.61,249.1,49.14,301.85,55.99,20.93,2.51,23.96,140.99,199.96,245.86,18.42,14.96,92.27
"Mark Scheifele","MARK.SCHEIFELE","18-19","WPG","C","R",1993-03-15,25,81,283.28,90.79,82.53,84.94,86.61,89.69,41.82,4.24,291,61.62,419.37,74.35,520.05,80.38,39.59,4.55,37.58,229.38,345.02,439.67,35.04,14.37,93.12
"Mark Scheifele","MARK.SCHEIFELE","19-20","WPG","C","R",1993-03-15,26,67,223.08,94.05,83.83,86.79,88.28,88.83,33.52,2.12,241.13,46.5,329.2,50.12,408.33,54.2,28.96,3.64,31.4,194.63,279.08,354.13,25.32,13.9,95.44
"Mark Stone","MARK.STONE","14-15","OTT","R","R",1992-05-13,22,80,188.2,87.91,80.65,81.14,83.48,85.38,23.2,3.19,164.69,39.52,239.56,55.68,327.72,64.87,21.02,3.6,20.01,125.17,183.88,262.85,17.42,14.09,91.93
"Mark Stone","MARK.STONE","15-16","OTT","R","R",1992-05-13,23,74,209.13,96.8,86.42,85.86,87.85,91.88,26.34,0.87,148.13,23.27,216.53,35.66,313.51,43.36,18.45,1.63,25.47,124.86,180.87,270.15,16.82,17.78,96.26
"Mark Stone","MARK.STONE","16-17","OTT","R","R",1992-05-13,24,71,205.97,90.2,85.59,87.04,88.45,87.91,26.51,2.88,190.53,32.08,278.12,41.41,361.99,47.26,22.84,3.14,23.63,158.45,236.71,314.73,19.7,13.91,91.02
"Mark Stone","MARK.STONE","17-18","OTT","R","R",1992-05-13,25,58,166.07,100,79.64,83.1,86.1,87.41,15.87,0,139.24,35.6,203.6,41.4,286.47,46.25,18.26,2.63,15.87,103.64,162.2,240.22,15.63,11.4,100
"Mark Stone","MARK.STONE","18-19","OTT","R","R",1992-05-13,26,58,146.33,86.86,78.8,79.73,81.78,84.87,20.17,3.05,140.85,37.9,181.19,46.07,225.46,50.22,18.17,3.24,17.12,102.95,135.12,175.24,14.93,14.32,91.95
"Mark Stone","MARK.STONE","19-20","VGK","R","R",1992-05-13,27,64,153.92,96.07,89.22,91.5,92.9,90.7,22.72,0.93,175.45,21.2,237.99,22.11,316.07,24.15,21.64,2.22,21.79,154.25,215.88,291.92,19.42,12.95,95.61
"Mark Streit","MARK.STREIT","07-08","MTL","D","L",1977-12-11,29,81,375.7,95.67,87.73,88.32,88.87,93.76,63.38,2.87,353.95,49.51,485.54,64.21,636.71,79.75,43,2.86,60.51,304.44,421.33,556.96,40.14,17.91,94.2
"Mark Streit","MARK.STREIT","08-09","NYI","D","L",1977-12-11,30,74,359.37,90.52,81.89,83.82,85.37,87.14,33.91,3.55,286.4,63.32,399.34,77.09,530.51,90.91,37.34,5.51,30.36,223.08,322.25,439.6,31.83,11.84,94.39
"Mark Streit","MARK.STREIT","09-10","NYI","D","L",1977-12-11,31,79,403.05,94.89,87.71,87.67,89.64,89.89,36.96,1.99,345.37,48.41,484.45,68.14,662.7,76.57,45.99,5.17,34.97,296.96,416.31,586.13,40.82,10.7,95.89
"Mark Streit","MARK.STREIT","11-12","NYI","D","L",1977-12-11,33,78,290.18,90.69,82.05,81.44,84.78,83.31,39.47,4.05,251.51,55.02,328.18,74.79,461,82.74,35.1,7.03,35.42,196.49,253.39,378.26,28.07,15.69,92.64
"Mark Streit","MARK.STREIT","12-13","NYI","D","L",1977-12-11,34,45,163.93,100,94.19,92.06,91.35,95.36,22.47,0,148.41,9.15,201.88,17.41,279.98,26.52,22.62,1.1,22.47,139.26,184.47,253.46,21.52,15.14,100
"Mark Streit","MARK.STREIT","13-14","PHI","D","L",1977-12-11,35,82,207.65,80.72,87.44,87.78,89.18,86.07,21.48,5.13,168.42,24.2,235.82,32.84,323.19,39.2,20.21,3.27,16.35,144.22,202.98,283.99,16.94,12.75,78.8
"Mark Streit","MARK.STREIT","14-15","PHI","D","L",1977-12-11,36,80,272.68,90.63,83.42,86.89,89.07,90.92,41.58,4.3,270.21,53.71,383.55,57.85,531.69,65.27,39.06,3.9,37.28,216.5,325.7,466.42,35.16,15.39,91.99
"Mark Streit","MARK.STREIT","15-16","PHI","D","L",1977-12-11,37,62,180.72,80.88,87.13,88.04,89.59,89.05,12.9,3.05,158.69,23.43,226.02,30.7,296.5,34.46,18.94,2.33,9.85,135.26,195.32,262.04,16.61,8.13,86.98
"Mark Streit","MARK.STREIT","16-17","PHI","D","L",1977-12-11,38,48,116.97,90.53,88.23,88.93,88.15,90.06,10.32,1.08,87.09,11.62,127.73,15.9,166.51,22.39,10.06,1.11,9.24,75.47,111.83,144.12,8.95,11.85,90.71
"Marko Dano","MARKO.DANO","16-17","WPG","C","L",1994-11-30,21,37,51.15,84.3,83.75,83.42,85.72,83.81,5.8,1.08,41.74,8.1,55.33,11,71.51,11.91,4.66,0.9,4.72,33.64,44.33,59.6,3.76,13.9,86.67
"Markus Granlund","MARKUS.GRANLUND","16-17","VAN","C","L",1993-04-16,23,68,131.23,92.74,82.65,83.21,86.79,86.25,13.79,1.08,83.77,17.59,117.39,23.68,161.65,24.6,9.97,1.59,12.71,66.18,93.71,137.05,8.38,16.46,93.86
"Markus Granlund","MARKUS.GRANLUND","17-18","VAN","C","L",1993-04-16,24,53,59.7,100,74.69,80.15,82.12,79.22,5.74,0,54.18,18.36,82.8,20.51,104.5,22.75,7.89,2.07,5.74,35.82,62.29,81.75,5.82,10.59,100
"Markus Granlund","MARKUS.GRANLUND","18-19","VAN","C","L",1993-04-16,25,76,120.07,71.44,82.36,83.38,87.31,82.42,9.88,3.95,89.79,19.23,121.57,24.23,166.87,24.25,10.55,2.25,5.93,70.56,97.34,142.62,8.3,11,79.46
"Markus Naslund","MARKUS.NASLUND","07-08","VAN","L","L",1973-07-30,34,82,279.78,89.71,83.91,85.57,86.52,86.98,33.74,3.87,256.19,49.14,334.38,56.41,417.82,65.08,29.47,4.41,29.87,207.05,277.97,352.74,25.06,13.17,92.12
"Markus Naslund","MARKUS.NASLUND","08-09","NYR","L","L",1973-07-30,35,82,257.52,76.09,82.63,84.58,87.07,82.77,19.64,6.17,193.47,40.66,277.64,50.63,375.47,55.78,24.36,5.07,13.47,152.81,227.01,319.69,19.29,10.15,84.83
"Martin Erat","MARTIN.ERAT","07-08","NSH","R","L",1981-08-29,26,76,257.62,78.96,85.38,85.85,86.7,87.52,19.67,5.24,207.84,35.6,270.46,44.59,351.81,53.98,21.31,3.04,14.43,172.24,225.87,297.83,18.27,9.46,85.28
"Martin Erat","MARTIN.ERAT","08-09","NSH","R","L",1981-08-29,27,71,227.28,87.14,83.96,84.85,87.06,83.33,19.44,2.87,177.04,33.82,256.28,45.76,337.94,50.25,20,4,16.57,143.22,210.52,287.69,16,10.98,91.51
"Martin Erat","MARTIN.ERAT","09-10","NSH","R","L",1981-08-29,28,73,200.12,100,91.09,92.16,93.21,93.93,20.94,0,178.93,17.5,238.86,20.33,318.75,23.23,20.59,1.33,20.94,161.43,218.53,295.52,19.26,11.7,100
"Martin Erat","MARTIN.ERAT","10-11","NSH","R","L",1981-08-29,29,63,160.7,94.74,88.72,88.13,90.67,91.82,19.45,1.08,123.29,15.67,168.01,22.63,238.62,24.55,14.82,1.32,18.37,107.62,145.38,214.07,13.5,15.78,93.11
"Martin Erat","MARTIN.ERAT","11-12","NSH","R","L",1981-08-29,30,69,160.05,100,89.35,90.69,91.39,90.32,20.58,0,129.91,15.48,177.98,18.28,219.88,20.71,15.49,1.66,20.58,114.43,159.7,199.17,13.83,15.84,100
"Martin Erat","MARTIN.ERAT","12-13","NSH","R","L",1981-08-29,31,36,90.93,87.56,92.43,91.24,91.91,94.96,7.6,1.08,75.83,6.21,96.71,9.28,129.93,11.43,8.86,0.47,6.52,69.62,87.43,118.5,8.39,10.02,82.61
"Martin Erat","MARTIN.ERAT","13-14","WSH","R","L",1981-08-29,32,53,74.83,73.84,78.96,80.41,81.08,82.21,5.08,1.8,75.94,20.23,96.39,23.49,120.97,28.23,8.5,1.84,3.28,55.71,72.9,92.74,6.66,6.69,91.1
"Martin Erat","MARTIN.ERAT","14-15","ARI","R","L",1981-08-29,33,75,126.13,87.07,83.82,87.36,90.01,89.03,13.81,2.05,122.13,23.57,187.78,27.17,252.36,28.01,16.47,2.03,11.76,98.56,160.61,224.35,14.44,11.31,91.3
"Martin Frk","MARTIN.FRK","17-18","DET","R","R",1993-10-05,23,67,133.28,76.15,80.71,83,85.88,84.91,13.38,4.19,118.3,28.27,162.18,33.22,215.97,35.51,12.72,2.26,9.19,90.03,128.96,180.46,10.46,11.31,85.18
"Martin Hanzal","MARTIN.HANZAL","07-08","ARI","C","L",1987-02-20,20,72,181.08,80.52,83.24,82.74,86.2,82.38,12.94,3.13,127.97,25.77,174.6,36.41,245.37,39.28,13.75,2.94,9.81,102.2,138.19,206.09,10.81,10.11,87.85
"Martin Hanzal","MARTIN.HANZAL","08-09","ARI","C","L",1987-02-20,21,71,56.12,100,85.27,89.37,90.87,87.45,3.94,0,46.03,7.95,66.89,7.96,88.68,8.91,4.6,0.66,3.94,38.08,58.93,79.77,3.94,8.56,100
"Martin Hanzal","MARTIN.HANZAL","09-10","ARI","C","L",1987-02-20,22,79,167.08,93.32,86.3,87.52,89.25,89.26,14.12,1.01,131.97,20.95,182.39,26,243.96,29.38,15.63,1.88,13.11,111.02,156.39,214.58,13.75,10.7,95.18
"Martin Hanzal","MARTIN.HANZAL","10-11","ARI","C","L",1987-02-20,23,59,173.65,91.44,87.14,89.11,89.74,90.68,19.24,1.8,171.37,25.29,239.26,29.23,300.16,34.33,20.91,2.15,17.44,146.08,210.03,265.83,18.76,11.23,92.88
"Martin Hanzal","MARTIN.HANZAL","11-12","ARI","C","L",1987-02-20,24,64,176.77,88.06,84.25,85.44,88.14,85.89,17.48,2.37,134.04,25.05,197.88,33.71,258.46,34.77,16.99,2.79,15.11,108.99,164.17,223.69,14.2,13.04,90.54
"Martin Hanzal","MARTIN.HANZAL","12-13","ARI","C","L",1987-02-20,25,38,111.62,100,92.43,89.06,89.8,93.45,9.83,0,76.11,6.23,106.68,13.1,154.68,17.57,9.13,0.64,9.83,69.88,93.58,137.11,8.49,12.92,100
"Martin Hanzal","MARTIN.HANZAL","13-14","ARI","C","L",1987-02-20,26,65,173.35,95.19,86.95,87.87,89.38,87.94,18.41,0.93,154.22,23.15,238.48,32.92,321,38.16,18.82,2.58,17.48,131.07,205.56,282.84,16.24,11.94,95.98
"Martin Hanzal","MARTIN.HANZAL","14-15","ARI","C","L",1987-02-20,27,35,75.33,87.49,84.4,83.97,85.66,88.29,8.25,1.18,79.91,14.77,109.34,20.88,154.45,25.86,9.65,1.28,7.07,65.14,88.46,128.59,8.37,10.32,92.01
"Martin Hanzal","MARTIN.HANZAL","15-16","ARI","C","L",1987-02-20,28,64,193.1,84.72,85.49,86.31,88.82,90.08,21.46,3.87,173.41,29.44,245.18,38.89,332.82,41.89,22.15,2.44,17.59,143.97,206.29,290.93,19.71,12.38,86.85
"Martin Hanzal","MARTIN.HANZAL","16-17","ARI","C","L",1987-02-20,29,50,141.12,92.71,89.26,88.8,90.9,90.71,13.73,1.08,113.83,13.69,164.85,20.8,230.06,23.03,14.55,1.49,12.65,100.14,144.05,207.03,13.06,12.06,92.11
"Martin Hanzal","MARTIN.HANZAL","17-18","DAL","C","L",1987-02-20,30,38,64.1,88.95,83.77,86.86,88.6,92.87,8.13,1.01,55.52,10.76,85.61,12.95,116,14.92,7.56,0.58,7.12,44.76,72.66,101.08,6.98,14.64,90.61
"Martin Havlat","MARTIN.HAVLAT","07-08","CHI","R","L",1981-04-19,26,34,126.75,75.5,83.05,82.47,81.83,81.93,9.06,2.94,86.95,17.75,116.26,24.72,142.44,31.63,8.57,1.89,6.12,69.2,91.54,110.81,6.68,10.42,83.44
"Martin Havlat","MARTIN.HAVLAT","08-09","CHI","R","L",1981-04-19,27,81,239.15,86.01,83.36,84.99,87.48,88.43,23.37,3.8,182.85,36.49,243.89,43.09,329.31,47.12,19.8,2.59,19.57,146.36,200.8,282.19,17.21,12.78,89.59
"Martin Havlat","MARTIN.HAVLAT","09-10","MIN","R","L",1981-04-19,28,72,239.03,71.41,82.47,83.88,85.08,84.05,28.1,11.25,222.48,47.28,297.59,57.19,387.91,68,25.67,4.87,16.85,175.2,240.4,319.91,20.8,12.63,76.21
"Martin Havlat","MARTIN.HAVLAT","10-11","MIN","R","L",1981-04-19,29,76,204.2,88.02,79.92,82.48,84.59,81.27,16.61,2.26,160.87,40.41,220.08,46.76,297.34,54.15,17.62,4.06,14.35,120.46,173.32,243.19,13.56,10.33,94.41
"Martin Havlat","MARTIN.HAVLAT","11-12","S.J","R","L",1981-04-19,30,39,85.62,81.31,89.64,91.9,92.62,90.62,9.83,2.26,76.42,8.83,110.08,9.7,158.96,12.66,10.05,1.04,7.57,67.59,100.38,146.3,9.01,12.86,74.41
"Martin Havlat","MARTIN.HAVLAT","12-13","S.J","R","L",1981-04-19,31,39,87.18,82.87,83.31,83.45,83.7,81.63,4.79,0.99,73.91,14.81,94.63,18.77,132.13,25.73,7.73,1.74,3.8,59.1,75.86,106.4,5.99,6.48,93.32
"Martin Havlat","MARTIN.HAVLAT","13-14","S.J","R","L",1981-04-19,32,48,85.33,100,88.32,89.32,88.49,91.89,4.65,0,89.59,11.85,123.57,14.78,156.65,20.38,10.77,0.95,4.65,77.74,108.79,136.27,9.82,5.19,100
"Martin Havlat","MARTIN.HAVLAT","14-15","N.J","R","L",1981-04-19,33,38,62.82,87.92,75.83,78.59,82.24,82.96,7.35,1.01,44.79,14.28,60.09,16.37,75.81,16.37,6.28,1.29,6.34,30.51,43.72,59.44,4.99,16.41,92.93
"Martin Necas","MARTIN.NECAS","19-20","CAR","C","R",1999-01-15,20,63,114.1,90.35,80.74,86.49,89.79,89.07,17.41,1.86,80.03,19.09,122.07,19.07,168.2,19.13,11,1.35,15.55,60.94,103,149.07,9.65,21.75,90.26
"Martin Rucinsky","MARTIN.RUCINSKY","07-08","STL","L","L",1971-03-11,36,40,85.37,71.26,79.98,82.67,83.62,78.93,7.81,3.15,68.06,17.04,96.67,20.27,129.69,25.4,8.43,2.25,4.66,51.02,76.4,104.29,6.18,11.48,81.51
"Martin St  Louis","MARTIN.ST. LOUIS","07-08","T.B","R","L",1975-06-18,32,81,320.93,85.49,82.54,82.73,84.31,85.19,37.58,6.38,279.57,59.14,378.39,78.97,486.24,90.48,29.96,5.21,31.2,220.43,299.42,395.76,24.75,13.44,89.21
"Martin St  Louis","MARTIN.ST. LOUIS","08-09","T.B","R","L",1975-06-18,33,82,352.35,88.27,82.79,84.51,85.46,86.87,37.1,4.93,324.43,67.43,458.05,83.96,560.37,95.37,40.29,6.09,32.17,257,374.09,465,34.2,11.44,92.69
"Martin St  Louis","MARTIN.ST. LOUIS","09-10","T.B","R","L",1975-06-18,34,82,365.33,86.78,85.65,86.23,87.5,84.71,42.28,6.44,342.91,57.45,483.29,77.16,620.17,88.61,39.72,7.17,35.84,285.46,406.13,531.56,32.55,12.33,88.79
"Martin St  Louis","MARTIN.ST. LOUIS","10-11","T.B","R","L",1975-06-18,35,80,344,76.53,80.62,82.02,82.54,85.32,39.56,12.13,316.29,76.01,449.72,98.61,581.8,123.1,39.28,6.76,27.43,240.28,351.11,458.7,32.52,12.51,84.04
"Martin St  Louis","MARTIN.ST. LOUIS","11-12","T.B","R","L",1975-06-18,36,75,267.43,81.28,78.88,80.33,82.39,84.85,25.1,5.78,193.24,51.74,277.91,68.06,388.57,83.08,24.02,4.29,19.32,141.5,209.85,305.49,19.73,12.99,88.83
"Martin St  Louis","MARTIN.ST. LOUIS","12-13","T.B","R","L",1975-06-18,37,48,163.08,88.78,83.32,85.6,83.37,87.62,16.78,2.12,115.33,23.08,160.38,26.98,198.24,39.54,14.3,2.02,14.66,92.25,133.4,158.7,12.28,14.55,90.81
"Martin St  Louis","MARTIN.ST. LOUIS","13-14","NYR","R","L",1975-06-18,38,19,50.42,100,89.91,90.17,89.46,91.39,1.86,0,43.31,4.86,55.78,6.08,82.55,9.73,4.88,0.46,1.86,38.45,49.7,72.82,4.42,4.29,100
"Martin St  Louis","MARTIN.ST. LOUIS","13-14","T.B","R","L",1975-06-18,38,62,202.27,88.16,84.27,86.06,86.83,87.79,20.78,2.79,137.37,25.64,205.83,33.35,265.74,40.3,17.68,2.46,17.99,111.73,172.48,225.44,15.22,15.13,89.12
"Martin St  Louis","MARTIN.ST. LOUIS","14-15","NYR","R","L",1975-06-18,39,72,197.45,85.73,84.93,87.43,89.74,91.03,18.32,3.05,191.46,33.98,255.09,36.66,348.71,39.87,23.95,2.36,15.27,157.48,218.43,308.84,21.59,9.57,91.02
"Martin Straka","MARTIN.STRAKA","07-08","NYR","C","L",1972-09-03,35,65,201.42,95.36,83.77,83.52,84.73,84.52,20.35,0.99,184.43,35.72,243.06,47.97,308.18,55.56,22.94,4.2,19.36,148.71,195.09,252.62,18.74,11.03,97.23
"Mason Raymond","MASON.RAYMOND","07-08","VAN","L","L",1985-09-17,21,49,115.82,73.9,78.83,81.45,83.45,80.27,10.96,3.87,90.8,24.39,124.04,28.25,157.15,31.17,9.64,2.37,7.09,66.41,95.79,125.98,7.27,12.07,84.13
"Mason Raymond","MASON.RAYMOND","08-09","VAN","L","L",1985-09-17,22,71,130.52,91.4,83.95,83.39,86.15,85.95,10.73,1.01,86.75,16.59,131.18,26.12,193.78,31.16,11.44,1.87,9.72,70.16,105.06,162.62,9.57,12.37,93.91
"Mason Raymond","MASON.RAYMOND","09-10","VAN","L","L",1985-09-17,23,82,169.12,92.92,85.92,89.09,90.89,92.29,25.48,1.94,172.95,28.35,263.84,32.3,330.91,33.18,20.35,1.7,23.54,144.6,231.54,297.73,18.65,14.73,93.16
"Mason Raymond","MASON.RAYMOND","10-11","VAN","L","L",1985-09-17,24,67,95.58,100,90.63,87.02,88.32,90.25,8.73,0,74.85,7.74,95.83,14.3,135.72,17.95,8.52,0.92,8.73,67.11,81.53,117.77,7.6,11.66,100
"Mason Raymond","MASON.RAYMOND","11-12","VAN","L","L",1985-09-17,25,53,61.92,100,81.98,85.77,86.86,89.15,3.92,0,46.44,10.21,68.9,11.43,87.96,13.31,5.67,0.69,3.92,36.23,57.47,74.65,4.98,8.44,100
"Mason Raymond","MASON.RAYMOND","12-13","VAN","L","L",1985-09-17,26,45,96.28,90.27,83.78,84.42,87.85,90.13,9.18,0.99,73.55,14.24,102.64,18.94,150.53,20.82,8.22,0.9,8.19,59.31,83.7,129.71,7.32,12.48,93.05
"Mason Raymond","MASON.RAYMOND","13-14","TOR","L","L",1985-09-17,27,81,160.62,84.85,77.71,79.39,83.68,86.79,20.5,3.66,109.92,31.52,151.42,39.32,218.58,42.63,13.66,2.08,16.84,78.4,112.1,175.95,11.58,18.65,88.39
"Mason Raymond","MASON.RAYMOND","14-15","CGY","L","L",1985-09-17,28,57,116.37,84.48,79.57,81.09,85.4,88.95,5.88,1.08,80.13,20.58,118.59,27.65,180.41,30.85,11.35,1.41,4.8,59.55,90.94,149.56,9.94,7.34,94.75
"Mathew Barzal","MATHEW.BARZAL","17-18","NYI","C","R",1997-05-26,20,81,247.52,86.26,83.98,85.79,88.16,87.48,38.81,6.18,244.07,46.55,318.28,52.7,424.18,56.95,32.15,4.6,32.63,197.52,265.58,367.23,27.55,15.9,86.72
"Mathew Barzal","MATHEW.BARZAL","18-19","NYI","C","R",1997-05-26,21,80,230.55,95.51,82.13,84.91,86.9,91.34,21.47,1.01,225.39,49.04,305.85,54.34,372.95,56.24,31.54,2.99,20.46,176.35,251.51,316.71,28.55,9.53,97.94
"Mathew Barzal","MATHEW.BARZAL","19-20","NYI","C","R",1997-05-26,22,65,172.2,88.55,87.06,88.28,89.49,88.73,17.48,2.26,171.53,25.5,228.19,30.3,311.76,36.61,21.73,2.76,15.22,146.03,197.89,275.15,18.97,10.19,91.14
"Mathieu Darche","MATHIEU.DARCHE","07-08","T.B","L","L",1976-11-26,30,72,68.58,88.41,89.5,90,87.25,94.25,7.55,0.99,43.37,5.09,63.88,7.1,91.47,13.37,5.25,0.32,6.56,38.28,56.78,78.1,4.93,17.41,80.55
"Mathieu Darche","MATHIEU.DARCHE","10-11","MTL","L","L",1976-11-26,33,58,78.8,93.22,84.14,85.24,84.33,89.9,13.89,1.01,78.1,14.72,101.2,17.53,132.88,24.69,9.52,1.07,12.88,63.38,83.67,108.19,8.45,17.78,93.14
"Mathieu Perreault","MATHIEU.PERREAULT","10-11","WSH","C","L",1988-01-05,22,33,51.93,86.15,89.13,89.99,90.55,88.89,6.16,0.99,49.62,6.05,63.19,7.03,78.92,8.24,5.84,0.73,5.17,43.57,56.16,70.68,5.11,12.41,83.64
"Mathieu Perreault","MATHIEU.PERREAULT","11-12","WSH","C","L",1988-01-05,23,62,64.33,57.71,79.63,83.48,86.89,79.45,4.08,2.99,38.66,9.89,67.64,13.39,97.09,14.65,5.22,1.35,1.09,28.77,54.25,82.44,3.87,10.55,69.77
"Mathieu Perreault","MATHIEU.PERREAULT","13-14","ANA","C","L",1988-01-05,25,69,140.18,77.23,86.03,87.54,86.74,91.84,10.14,2.99,108.94,17.69,168.49,23.99,224.81,34.36,14.96,1.33,7.15,91.25,144.5,190.45,13.63,9.31,83.1
"Mathieu Perreault","MATHIEU.PERREAULT","14-15","WPG","C","L",1988-01-05,26,59,175.25,94.19,85.96,86.61,88.71,89.95,19.14,1.18,155.94,25.47,222.91,34.47,318.69,40.56,21.29,2.38,17.96,130.47,188.44,278.13,18.91,12.27,95.37
